empID,courseID,startDate,completionDate
1,1,1/10/2023 9:00,3/10/2023 17:00
2,2,2/1/2023 10:00,4/1/2023 15:00
3,3,3/5/2023 11:00,5/5/2023 16:00
4,4,4/10/2023 8:30,6/10/2023 14:00
5,5,1/15/2023 9:30,3/15/2023 17:30
6,6,2/20/2023 10:00,4/20/2023 16:00
7,7,3/15/2023 8:45,5/15/2023 13:30
8,8,1/20/2023 9:15,3/20/2023 15:45
9,9,2/25/2023 11:30,4/25/2023 17:15
10,10,3/30/2023 10:30,5/30/2023 16:30
11,11,4/5/2023 9:00,6/5/2023 14:00
12,12,1/30/2023 10:00,3/30/2023 15:00
13,13,2/15/2023 9:45,4/15/2023 17:00
14,14,3/20/2023 11:00,5/20/2023 16:00
15,15,4/25/2023 8:30,6/25/2023 14:30
16,16,1/10/2023 10:30,3/10/2023 15:30
17,17,2/5/2023 9:15,4/5/2023 16:15
18,18,3/15/2023 8:45,5/15/2023 13:45
19,19,4/20/2023 9:00,6/20/2023 14:00
20,20,1/25/2023 10:00,3/25/2023 15:00
21,21,2/10/2023 9:30,4/10/2023 17:30
22,22,3/5/2023 11:00,5/5/2023 16:00
23,23,4/10/2023 8:30,6/10/2023 14:00
24,24,1/15/2023 9:00,3/15/2023 17:00
25,25,2/20/2023 10:00,4/20/2023 16:00
26,26,3/15/2023 9:45,5/15/2023 17:15
27,27,4/5/2023 10:30,6/5/2023 15:30
28,28,1/30/2023 8:30,3/30/2023 14:30
29,29,2/15/2023 11:00,4/15/2023 16:00
30,30,3/20/2023 9:00,5/20/2023 14:00
31,1,1/12/2023 9:00,3/12/2023 17:00
32,2,2/3/2023 10:00,4/3/2023 15:00
33,3,3/7/2023 11:00,5/7/2023 16:00
34,4,4/12/2023 8:30,6/12/2023 14:00
35,5,1/17/2023 9:30,3/17/2023 17:30
36,6,2/22/2023 10:00,4/22/2023 16:00
37,7,3/17/2023 8:45,5/17/2023 13:30
38,8,1/22/2023 9:15,3/22/2023 15:45
39,9,2/27/2023 11:30,4/27/2023 17:15
40,10,3/31/2023 10:30,5/31/2023 16:30
41,11,4/6/2023 9:00,6/6/2023 14:00
42,12,2/1/2023 10:00,4/1/2023 15:00
43,13,3/16/2023 9:45,5/16/2023 17:00
44,14,4/21/2023 11:00,6/21/2023 16:00
45,15,1/27/2023 8:30,3/27/2023 14:30
46,16,2/12/2023 10:30,4/12/2023 15:30
47,17,3/22/2023 9:15,5/22/2023 16:15
48,18,4/27/2023 8:45,6/27/2023 13:45
49,19,1/19/2023 9:00,3/19/2023 14:00
50,20,2/8/2023 10:00,4/8/2023 15:00
51,21,3/2/2023 9:30,5/2/2023 17:30
52,22,4/18/2023 10:00,6/18/2023 14:00
53,23,1/14/2023 9:00,3/14/2023 17:00
54,24,2/25/2023 10:00,4/25/2023 16:00
55,25,3/19/2023 11:00,5/19/2023 16:00
56,26,4/24/2023 8:30,6/24/2023 14:00
57,27,1/18/2023 10:00,3/18/2023 15:00
58,28,2/28/2023 9:45,4/28/2023 17:15
59,29,3/13/2023 11:00,5/13/2023 16:00
60,30,4/15/2023 9:00,6/15/2023 14:00
61,1,1/25/2023 9:00,3/25/2023 17:00
62,2,2/14/2023 10:00,4/14/2023 15:00
63,3,3/1/2023 11:00,5/1/2023 16:00
64,4,4/5/2023 8:30,6/5/2023 14:00
65,5,1/22/2023 9:30,3/22/2023 17:30
66,6,2/18/2023 10:00,4/18/2023 16:00
67,7,3/10/2023 8:45,5/10/2023 13:30
68,8,1/30/2023 9:15,3/30/2023 15:45
69,9,2/26/2023 11:30,4/26/2023 17:15
70,10,3/20/2023 10:30,5/20/2023 16:30
71,11,4/8/2023 9:00,6/8/2023 14:00
